image,label
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01774750_tarantula.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01775062_wolf_spider.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01776313_tick.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01784675_centipede.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01795545_black_grouse.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01796340_ptarmigan.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01797886_ruffed_grouse.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01798484_prairie_chicken.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01806143_peacock.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01806567_quail.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01807496_partridge.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01817953_African_grey.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01818515_macaw.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01819313_sulphur-crested_cockatoo.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01820546_lorikeet.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01824575_coucal.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01828970_bee_eater.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01829413_hornbill.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01833805_hummingbird.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01843065_jacamar.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01843383_toucan.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01847000_drake.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01855032_red-breasted_merganser.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01855672_goose.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01860187_black_swan.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01871265_tusker.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01872401_echidna.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01873310_platypus.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01877812_wallaby.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01882714_koala.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01883070_wombat.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01910747_jellyfish.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01914609_sea_anemone.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01917289_brain_coral.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01924916_flatworm.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01930112_nematode.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01943899_conch.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01944390_snail.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01945685_slug.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01950731_sea_slug.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01955084_chiton.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01968897_chambered_nautilus.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01978287_Dungeness_crab.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01978455_rock_crab.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01980166_fiddler_crab.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01981276_king_crab.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01983481_American_lobster.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01984695_spiny_lobster.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01985128_crayfish.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01986214_hermit_crab.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n01990800_isopod.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02002556_white_stork.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02002724_black_stork.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02006656_spoonbill.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02007558_flamingo.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02009229_little_blue_heron.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02009912_American_egret.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02011460_bittern.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02012849_crane.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02013706_limpkin.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02017213_European_gallinule.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02018207_American_coot.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02018795_bustard.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02025239_ruddy_turnstone.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02027492_red-backed_sandpiper.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02028035_redshank.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02033041_dowitcher.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02037110_oystercatcher.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02051845_pelican.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02056570_king_penguin.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02058221_albatross.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02066245_grey_whale.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02071294_killer_whale.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02074367_dugong.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02077923_sea_lion.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02085620_Chihuahua.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02085782_Japanese_spaniel.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02085936_Maltese_dog.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02086079_Pekinese.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02086240_Shih-Tzu.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02086646_Blenheim_spaniel.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02086910_papillon.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02087046_toy_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02087394_Rhodesian_ridgeback.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02088094_Afghan_hound.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02088238_basset.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02088364_beagle.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02088466_bloodhound.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02088632_bluetick.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02089078_black-and-tan_coonhound.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02089867_Walker_hound.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02089973_English_foxhound.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02090379_redbone.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02090622_borzoi.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02090721_Irish_wolfhound.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02091032_Italian_greyhound.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02091134_whippet.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02091244_Ibizan_hound.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02091467_Norwegian_elkhound.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02091635_otterhound.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02091831_Saluki.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02092002_Scottish_deerhound.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02092339_Weimaraner.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02093256_Staffordshire_bullterrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02093428_American_Staffordshire_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02093647_Bedlington_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02093754_Border_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02093859_Kerry_blue_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02093991_Irish_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02094114_Norfolk_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02094258_Norwich_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02094433_Yorkshire_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02095314_wire-haired_fox_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02095570_Lakeland_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02095889_Sealyham_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02096051_Airedale.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02096177_cairn.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02096294_Australian_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02096437_Dandie_Dinmont.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02096585_Boston_bull.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02097047_miniature_schnauzer.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02097130_giant_schnauzer.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02097209_standard_schnauzer.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02097298_Scotch_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02097474_Tibetan_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02097658_silky_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02098105_soft-coated_wheaten_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02098286_West_Highland_white_terrier.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02098413_Lhasa.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02099267_flat-coated_retriever.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02099429_curly-coated_retriever.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02099601_golden_retriever.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02099712_Labrador_retriever.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02099849_Chesapeake_Bay_retriever.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02100236_German_short-haired_pointer.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02100583_vizsla.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02100735_English_setter.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02100877_Irish_setter.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02101006_Gordon_setter.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02101388_Brittany_spaniel.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02101556_clumber.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02102040_English_springer.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02102177_Welsh_springer_spaniel.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02102318_cocker_spaniel.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02102480_Sussex_spaniel.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02102973_Irish_water_spaniel.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02104029_kuvasz.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02104365_schipperke.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02105056_groenendael.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02105162_malinois.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02105251_briard.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02105412_kelpie.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02105505_komondor.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02105641_Old_English_sheepdog.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02105855_Shetland_sheepdog.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02106030_collie.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02106166_Border_collie.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02106382_Bouvier_des_Flandres.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02106550_Rottweiler.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02106662_German_shepherd.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02107142_Doberman.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02107312_miniature_pinscher.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02107574_Greater_Swiss_Mountain_dog.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02107683_Bernese_mountain_dog.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02107908_Appenzeller.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02108000_EntleBucher.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02108089_boxer.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02108422_bull_mastiff.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02108551_Tibetan_mastiff.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02108915_French_bulldog.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02109047_Great_Dane.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02109525_Saint_Bernard.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02109961_Eskimo_dog.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02110063_malamute.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02110185_Siberian_husky.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02110341_dalmatian.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02110627_affenpinscher.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02110806_basenji.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02110958_pug.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02111129_Leonberg.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02111277_Newfoundland.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02111500_Great_Pyrenees.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02111889_Samoyed.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02112018_Pomeranian.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02112137_chow.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02112350_keeshond.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02112706_Brabancon_griffon.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02113023_Pembroke.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02113186_Cardigan.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02113624_toy_poodle.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02113712_miniature_poodle.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02113799_standard_poodle.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02113978_Mexican_hairless.JPEG,animal
https://raw.githubusercontent.com/phurwicz/imagenet-sample-images/master/n02114367_timber_wolf.JPEG,animal
